Region,Category,Country,Group,Summary,TSC,Date,Type,Cleaned_Column
AM,Laptop,United States,Deskside,Hardware Issue - Laptop  Touch Screen Issues.,Y,13-12-2022,Incident,     hardware issue  laptop  touch screen issues
AM,Access,United States,Deskside,Microsoft Teams - Access Issues,Y,09-12-2022,Incident,                   microsoft teams  access issues
AM,Windows / OS,United States,Deskside,Mac - Computer time out,Y,24-11-2022,Incident,                           mac  computer time out
AM,Windows / OS,United States,Deskside,Name change from Giselle.LaresAM to Giselle.Lares,Y,25-11-2022,Incident, name change from gisellelaresam to gisellelares
AM,Hardware,United States,Deskside,Hardware   - Printer Issues,Y,24-11-2022,Incident,                       hardware    printer issues
AM,,United States,Deskside,Excel - File opening incorrectly,Y,12-12-2022,Incident,                  excel  file opening incorrectly
AM,Email,United States,Deskside,Outlook-Not able to see attachment in the incoming reply emails,Y,28-11-2022,Incident,outlooknot able to see attachment in the incom
AM,Network,United States,Deskside,"Internet - Unable to connect to a personal hotspot: ""Can't connect to this Network""",Y,24-11-2022,Incident,internet  unable to connect to a personal hots
AM,Laptop,United States,Deskside,Hardware Issue - Laptop Blue Screen.,Y,06-12-2022,Incident,              hardware issue  laptop blue screen
AP,Windows / OS,Australia,Deskside,Reported Issue - Other / Miscellaneous,Y,01-12-2022,Incident,            reported issue  other  miscellaneous
AM,Windows / OS,United States,Deskside,Reported Issue - Other / Miscellaneous,Y,24-11-2022,Incident,            reported issue  other  miscellaneous
AM,Laptop,Panama,Deskside,Hardware Issue - Laptop Ethernet Connection Issues.,Y,25-11-2022,Incident,hardware issue  laptop ethernet connection iss
AM,,United States,Deskside,Adobe Acrobat Pro  -  Installation / Assistance,Y,16-12-2022,Incident,   adobe acrobat pro    installation  assistance
AM,,United States,Deskside,Adobe Acrobat Pro - License Issues,Y,28-11-2022,Incident,                adobe acrobat pro  license issues
AM,Starters / Leavers,United States,Deskside, user is having issues with the epro application placing an orde for 2 new hires for 2 pcs,Y,25-11-2022,Incident, user is having issues with the epro applicatio
AM,,United States,Deskside,Remove shortcut on desktop,Y,24-11-2022,Incident,                        remove shortcut on desktop
AM,Network,Panama,Deskside,Network - Connectivity - LAN Issue,Y,24-11-2022,Incident,                network  connectivity  lan issue
AM,Access,United States,Deskside,Access (desktop) - Application Accesss Request.,Y,24-11-2022,Incident,   access desktop  application accesss request
AM,Laptop,United States,Deskside,Hardware Issue - Laptop Keyboard,Y,05-12-2022,Incident,                  hardware issue  laptop keyboard
AM,Windows / OS,United States,Deskside,Windows 10 - Admin Rights unable to install software.,Y,06-12-2022,Incident,windows 10  admin rights unable to install sof
AM,Windows / OS,United States,Deskside,user wants to adquire a new pc ,Y,25-11-2022,Incident,                   user wants to adquire a new pc 
AM,Windows / OS,United States,Deskside,Reported Issue - Other / Miscellaneous,Y,24-11-2022,Incident,            reported issue  other  miscellaneous
AM,Windows / OS,United States,Deskside,Admin Rights - Lenel S2 Magic Monitor,Y,28-11-2022,Incident,             admin rights  lenel s2 magic monitor
AM,,United States,Deskside,Adobe Acrobat Pro - Installation ,Y,24-11-2022,Incident,                 adobe acrobat pro  installation 
AP,Printer,China,Deskside,Hardware Issue - Printer,Y,25-11-2022,Incident,                          hardware issue  printer
AM,,United States,Deskside,Reported Issue - Application - ,Y,28-11-2022,Incident,                   reported issue  application  
AP,Windows / OS,Australia,Deskside,Windows 10 Issues - Driver Update,Y,07-12-2022,Incident,                 windows 10 issues  driver update
AP,,Australia,Deskside,Reported Issue - Application - Word (desktop),Y,08-12-2022,Incident,     reported issue  application  word desktop
AP,Email,India,Deskside,Outlook - Outlook desktop app unable to received nor send New mail,Y,28-11-2022,Incident,outlook  outlook desktop app unable to receive
AM,Hardware,United States,Deskside,Reported Issue - Hardware - Monitor,Y,12-01-2023,Incident,               reported issue  hardware  monitor
AM,,Canada,Deskside,Reported Issue - Application - SnagIT (EMEA),Y,24-11-2022,Incident,      reported issue  application  snagit emea
AP,Windows / OS,India,Deskside,Video system,Y,24-11-2022,Incident,                                      video system
AP,Windows / OS,Philippines,Deskside,Failed Connecting to Mobile Hotspot,Y,28-11-2022,Incident,               failed connecting to mobile hotspot
AP,,Australia,Deskside,Reported Issue - Application - Nitro Pro,Y,27-11-2022,Incident,          reported issue  application  nitro pro
AP,Windows / OS,China,Deskside,Resolved - Battery swelling,Y,27-11-2022,Incident,                       resolved  battery swelling
AM,Laptop,United States,Deskside, Hardware - Laptop_ Battery,Y,19-12-2022,Incident,                        hardware  laptop_ battery
EMEA,Email,Poland,Deskside,Email - Other reported,Y,25-11-2022,Incident,                            email  other reported
EMEA,,Poland,Deskside,Reported Issue - Application - ,Y,30-11-2022,Incident,                   reported issue  application  
EMEA,,United Kingdom,Deskside,Reported Issue - Office Technology - Room Booking Panel,Y,24-11-2022,Incident,reported issue  office technology  room booki
EMEA,Hardware,United Kingdom,Deskside,Hardware Issue - Monitor is falling around,Y,01-12-2022,Incident,        hardware issue  monitor is falling around
EMEA,Laptop,United Kingdom,Deskside,Hardware Issue - Laptop unable to connect to the internet in the office,Y,25-11-2022,Incident,hardware issue  laptop unable to connect to th
EMEA,Mobile Device,Spain,Deskside,Reported Issue - Hardware - Smartphone_Mobile,Y,25-11-2022,Incident,     reported issue  hardware  smartphone_mobile
EMEA,Hardware,Germany,Deskside,Reported Issue - Hardware - Docking_Station,Y,24-11-2022,Incident,       reported issue  hardware  docking_station
EMEA,Hardware,United Kingdom,Deskside,Reported Issue - Hardware - Other - Cable - USB C ,Y,24-11-2022,Incident,reported issue  hardware  other  cable  usb c 
EMEA,Network,Spain,Deskside,Reported Issue - Network - Other,Y,24-11-2022,Incident,                  reported issue  network  other
EMEA,Hardware,Germany,Deskside,Reported Issue - Hardware - Headset,Y,25-11-2022,Incident,               reported issue  hardware  headset
AP,Password,India,Deskside,Bitlocker recovery password required for ,Y,10-01-2023,Incident,         bitlocker recovery password required for 
EMEA,Laptop,United Kingdom,Deskside,Hardware Issue - Laptop,Y,25-11-2022,Incident,                           hardware issue  laptop
EMEA,,United Kingdom,Deskside,Reported Issue - Other / Miscellaneous,Y,12-12-2022,Incident,            reported issue  other  miscellaneous
EMEA,Windows / OS,Poland,Deskside,Reported Issue - Other / Miscellaneous,Y,02-12-2022,Incident,            reported issue  other  miscellaneous
EMEA,Printer,United Kingdom,Deskside,Reported Issue - Hardware - Printer,Y,09-12-2022,Incident,               reported issue  hardware  printer
EMEA,Mobile Device,Netherlands,Deskside,Reported Issue - Hardware - Smartphone_Mobile,Y,05-12-2022,Incident,     reported issue  hardware  smartphone_mobile
EMEA,,United Kingdom,Deskside,Application Issue - OneDrive - User unable to delete folder from OneDrive location,Y,30-01-2023,Incident,application issue  onedrive  user unable to d
EMEA,Email,France,Deskside,Email - Issue sending or receiving reported,Y,09-12-2022,Incident,       email  issue sending or receiving reported
EMEA,,United Kingdom,Deskside,Application Issue - Word,Y,24-11-2022,Incident,                          application issue  word
EMEA,,Saudi Arabia,Deskside,Reported Issue - Other / Miscellaneous,Y,24-11-2022,Incident,            reported issue  other  miscellaneous
AM,Windows / OS,United States,Deskside,Local Admin Rights - Unable to install applications,Y,25-11-2022,Incident,local admin rights  unable to install applicat
AM,Windows / OS,United States,Deskside,Download issue-  User is trying to download Pulse Secure but he can not,Y,24-11-2022,Incident,download issue  user is trying to download pul
EMEA,Email,Spain,Deskside,Email - Other reported,Y,30-11-2022,Incident,                            email  other reported
EMEA,Access,United Kingdom,Deskside,User reports unable to access  Barclaysbmap / Barclays.net,Y,24-11-2022,Incident,user reports unable to access  barclaysbmap  b
AM,Active Directory,United States,Deskside,Software (Tableau) -  Updates / Admin rights required,Y,25-11-2022,Incident,software tableau   updates  admin rights re
EMEA,Laptop,Poland,Deskside,Reported Issue - Hardware - Laptop_Desktop,Y,29-11-2022,Incident,        reported issue  hardware  laptop_desktop
AM,Laptop,United States,Deskside,Ally Moyer - Hardware - Laptop battery / Installation,Y,09-12-2022,Incident,ally moyer  hardware  laptop battery  instal
EMEA,,Germany,Deskside,SoftWare Center issue : Argoweb Mailport Plugin Fix Error,Y,19-12-2022,Incident,software center issue  argoweb mailport plugin
AM,,United States,Deskside,Acrobat Standard DC   -  Installation issues / Assistance,Y,25-11-2022,Incident,acrobat standard dc     installation issues  
AM,Network,United States,Deskside,"Network issues - VPN - Connectivity - ""Umbrella is inactive / Profile is Missing"" error",Y,25-11-2022,Incident,network issues  vpn  connectivity  umbrella
AM,,United States,Deskside,Battery discharges very quickly... even when fully charged. Replacement order and arrived- User response waiting Pending,Y,14-12-2022,Incident,battery discharges very quickly even when fu
EMEA,Printer,Germany,Deskside,Reported Issue - Hardware - Printer,Y,08-12-2022,Incident,               reported issue  hardware  printer
EMEA,M365,United Kingdom,Deskside,Reported Issue - Other / Miscellaneous,Y,14-12-2022,Incident,            reported issue  other  miscellaneous
AM,Password,United States,Deskside,Urgent / Outlook - Unable to re-enter password on Outlook / Outlook not connecting to the server,Y,12-12-2022,Incident,urgent  outlook  unable to reenter password 
AM,,United States,Deskside,Reported Issue - Application - Adobe Acrobat Pro,Y,12-01-2023,Incident,  reported issue  application  adobe acrobat pro
AM,,United States,Deskside,Application Issue - Web Browser,Y,28-11-2022,Incident,                   application issue  web browser
AM,Access,United States,Deskside,SharePoint - Access Issues,Y,25-11-2022,Incident,                        sharepoint  access issues
AM,,United States,Deskside,Corrigo - Website blocked,Y,29-11-2022,Incident,                         corrigo  website blocked
AM,Laptop,United States,Deskside,JLL Hardware Issue - Laptop Performance,Y,21-12-2022,Incident,           jll hardware issue  laptop performance
EMEA,,Portugal,Deskside,Reported Issue - Other / Miscellaneous,Y,25-11-2022,Incident,            reported issue  other  miscellaneous
AM,,United States,Deskside,Software update - Admin rights request ,Y,24-11-2022,Incident,           software update  admin rights request 
AM,M365,United States,Deskside,JLL  - Word (desktop) error received,Y,25-11-2022,Incident,              jll   word desktop error received
AM,,United States,Deskside,Application Issue - Adobe Pro Update issues - Admin Credentials required. ,Y,25-11-2022,Incident,application issue  adobe pro update issues  a
AM,Windows / OS,United States,Deskside,Application - Photoshop unable to open,Y,05-12-2022,Incident,            application  photoshop unable to open
AM,Hardware,United States,Deskside,Hardware Issue - Monitor,Y,25-11-2022,Incident,                          hardware issue  monitor
AM,Email,United States,Deskside,Microsoft Teams â€“ Unable to schedule a Teams meeting from Outlook,Y,28-11-2022,Incident,microsoft teams â unable to schedule a teams 
AM,Windows / OS,United States,Deskside,Reported Issue - Application - Adobe Acrobat Pro,Y,07-12-2022,Incident,  reported issue  application  adobe acrobat pro
AM,,United States,Deskside,HARD DOWN-No Bootable devices found - actioned pending closure completion,Y,25-11-2022,Incident,hard downno bootable devices found  actioned 
AM,,United States,Deskside,JLL Google Earth setup assistance,Y,27-12-2022,Incident,                 jll google earth setup assistance
AM,Windows / OS,United States,Deskside,Download application issue- User is is trying to download the AutoCAD LT  application,Y,25-11-2022,Incident,download application issue user is is trying t
AM,M365,United States,Deskside,Microsoft Word - Issues ,Y,05-12-2022,Incident,                          microsoft word  issues 
AM,Windows / OS,United States,Deskside,Admin Rights - Hard drive has been running sub 5 GB free space.,Y,06-12-2022,Incident,admin rights  hard drive has been running sub 
AM,Laptop,United States,Deskside,Hardware - Laptop_Over heat Dell Latitude 7410 ST # 4P4TXD3,Y,29-11-2022,Incident,hardware  laptop_over heat dell latitude 7410 
